[2026-01-05 13:38:53] [IP: ::1] [User: 28] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 14:19:14] [IP: ::1] [User: 26] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 14:43:34] [IP: ::1] [User: guest] [Action: registration_failed] [Details: Duplicate email: edcaluag@gmail.com] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 14:44:27] [IP: ::1] [User: guest] [Action: registration_failed] [Details: Duplicate email: edcaluag@gmail.com] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 14:45:19] [IP: ::1] [User: system] [Action: account_locked] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:00:53] [IP: ::1] [User: guest] [Action: registration_failed] [Details: Duplicate email: alexis123@gmail.com] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:11:27] [IP: ::1] [User: 35] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:11:45] [IP: ::1] [User: 35] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:13:36] [IP: ::1] [User: 35] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:21:13] [IP: ::1] [User: 39] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:31:15] [IP: ::1] [User: 36] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:31:26] [IP: ::1] [User: 36] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:32:42] [IP: ::1] [User: 36] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:36:49] [IP: ::1] [User: 36] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:39:10] [IP: ::1] [User: 41] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:39:28] [IP: ::1] [User: 35] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
[2026-01-05 15:40:01] [IP: ::1] [User: 41] [Action: login_success] [Details: IP: ::1] [Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36]
